quilate;corte;color;claridad;profunidad;mesa;x;y;z;precio;tipo precio
0.3;Premium;F;VS2;62.7;58;4.3;4.25;2.68;776;Minimo
1.12;Ideal;G;VVS2;62.1;54.8;6.64;6.66;4.13;8701;Medio
1.01;Ideal;G;VS2;61.7;57;6.48;6.45;3.99;5995;Bajo
1.16;Premium;I;SI1;62.7;57;6.76;6.67;4.21;4872;Bajo
0.52;Ideal;G;VVS2;60.8;57;5.2;5.17;3.15;1878;Bajo
1;Good;I;VS2;59.7;64;6.51;6.45;3.87;4155;Bajo
0.34;Very Good;G;SI2;62.8;59;4.45;4.47;2.8;447;Minimo
0.52;Ideal;H;VS1;62;55;5.15;5.19;3.2;1699;Bajo
0.3;Premium;D;VS2;61.7;59;4.25;4.28;2.63;710;Minimo
0.91;Very Good;E;SI1;63.3;56;6.12;6.17;3.89;4191;Bajo
0.41;Ideal;G;IF;61.7;56;4.77;4.8;2.95;1367;Bajo
0.91;Premium;D;SI2;61.5;56;6.27;6.22;3.84;4051;Bajo
1.01;Very Good;F;SI1;62.3;55;6.38;6.42;3.99;5789;Bajo
0.3;Ideal;H;IF;61.5;56;4.34;4.31;2.66;1013;Minimo
0.7;Premium;G;SI2;61.8;61;5.66;5.63;3.49;2056;Bajo
1.18;Premium;H;SI2;;57;6.81;6.73;4.17;4956;Bajo
2;Very Good;H;SI1;60.3;61;8.11;8.17;4.91;16092;VIP
0.61;Ideal;H;VS2;62.5;54;5.43;5.45;3.4;1591;Bajo
0.51;Very Good;E;VS2;63.6;59;4.99;5.07;3.2;1577;Bajo
0.5;Premium;G;SI2;62;59;5.1;5.03;3.14;1031;Minimo
0.91;Very Good;H;VS2;63.7;57;6.1;6.12;3.89;3924;Bajo
0.39;Good;G;VS2;63.7;53;4.62;4.67;2.96;734;Minimo
0.34;Very Good;F;SI1;59.4;62;4.54;4.59;2.71;566;Minimo
0.73;Ideal;G;SI1;60.1;57;5.87;5.91;3.54;2548;Bajo
1.17;Very Good;H;SI1;63.1;56;6.76;6.71;4.25;4652;Bajo
0.3;Premium;G;VVS2;61;60;4.3;4.32;2.63;684;Minimo
0.54;Ideal;G;VS1;61.7;56;5.22;5.25;3.23;1809;Bajo
1.09;Ideal;F;VS1;61.6;55;6.62;6.67;4.09;9786;Alto
1.21;Premium;I;SI2;59.9;58;6.94;6.91;4.15;4879;Bajo
0.6;Premium;E;VS2;62.7;58;5.37;5.34;3.36;1915;Bajo
1.11;Ideal;E;IF;61.8;55;6.65;6.69;4.12;15464;Premiun
0.33;Ideal;E;VS2;62.5;55;4.46;4.41;2.77;792;Minimo
1.01;Premium;G;SI2;59.5;55;6.59;6.53;3.9;4355;Bajo
0.62;Premium;F;SI1;61.7;59;5.51;5.48;3.39;1595;Bajo
2.04;Ideal;H;SI2;61.2;56;8.19;8.25;5.03;15874;Premiun
0.9;Premium;F;SI1;61.3;58;6.13;6.08;3.74;3714;Bajo
0.92;Good;H;VS1;62.3;63;6.18;6.3;3.88;4116;Bajo
0.77;Premium;E;VS2;60.5;59;5.98;5.92;3.6;3234;Bajo
0.42;Ideal;E;VVS2;62.3;55;4.81;4.76;2.98;1273;Minimo
0.71;Ideal;E;VS2;62.5;56;5.7;5.75;3.58;2347;Bajo
0.9;Premium;G;VS2;60;59;6.3;6.23;3.76;4424;Bajo
0.75;Ideal;D;SI1;61.1;56;5.85;5.9;3.59;3712;Bajo
1.52;Ideal;G;SI1;63;55;7.31;7.38;4.63;11510;Alto
1.46;Ideal;G;VS2;62.3;56;7.28;7.2;4.51;10302;Alto
0.7;Ideal;I;VS2;61.6;56;5.67;5.72;3.51;2351;Bajo
0.96;Fair;G;I1;64.5;60;6.16;6.11;3.96;2068;Bajo
1.7;Premium;G;VVS2;59.8;59;7.7;7.75;4.62;18718;VIP
1.5;Very Good;G;VS1;60.2;58;7.38;7.41;4.45;13596;Premiun
0.4;Ideal;G;VVS1;61.4;55;4.72;4.76;2.91;1123;Minimo
1.68;Ideal;G;VS2;62.5;54;7.61;7.64;4.76;15740;Premiun
1.54;Premium;I;VS2;61.7;59;7.4;7.34;4.55;8917;Medio
0.92;Ideal;F;SI2;61.5;53;6.26;6.3;3.86;4691;Bajo
0.5;Good;F;VS1;58;61;5.18;5.23;3.02;1415;Bajo
0.35;Ideal;F;VS2;61.4;54;4.58;4.54;2.8;906;Minimo
0.47;Premium;G;VS2;61;59;5.03;5;3.06;1116;Minimo
1.09;Very Good;H;SI1;61.7;59;6.53;6.59;4.05;4849;Bajo
0.51;Ideal;F;SI2;61;55;5.18;5.21;3.17;1100;Minimo
0.31;Ideal;H;VVS2;61.8;56;4.36;4.34;2.69;802;Minimo
0.54;Premium;E;VS2;61.3;59;5.26;5.21;3.21;1993;Bajo
0.31;Premium;E;SI1;59.1;59;4.44;4.42;2.62;698;Minimo
1.02;Premium;F;SI2;60.4;60;6.53;6.49;3.93;4238;Bajo
0.45;Ideal;G;VVS2;61.8;57;4.9;4.94;3.04;1105;Minimo
0.6;Premium;G;SI1;60.8;58;5.44;5.39;3.29;1286;Minimo
0.24;Good;E;VVS1;63.8;56;3.95;3.98;2.53;499;Minimo
0.56;Ideal;F;VVS2;61.9;56;5.28;5.32;3.28;2298;Bajo
0.7;Very Good;G;VS1;61.9;57;5.68;5.71;3.53;3127;Bajo
0.24;Very Good;D;VS2;;59;4.03;4.04;2.43;419;Minimo
2.01;Fair;G;SI2;63.8;59;7.77;7.87;4.99;14799;Premiun
1.01;Good;E;SI1;58.1;59;6.57;6.65;3.84;5627;Bajo
2.18;Very Good;G;SI2;63.3;59;8.25;8.2;5.2;12377;Alto
0.43;Very Good;F;SI1;62.9;59;4.79;4.84;3.03;792;Minimo
0.31;Ideal;D;VS2;61.5;56;4.37;4.35;2.68;942;Minimo
2.05;Premium;G;SI1;62.2;56;8.19;8.08;5.06;13767;Premiun
0.32;Very Good;I;VS2;62.8;58;4.33;4.37;2.73;449;Minimo
0.76;Fair;H;SI1;61.9;70;5.84;5.77;3.59;2328;Bajo
0.71;Ideal;I;VS1;62.1;56;5.72;5.68;3.54;2327;Bajo
0.39;Premium;G;SI1;62.4;58;4.72;4.67;2.93;878;Minimo
0.23;Very Good;E;VVS2;61.8;58;3.92;3.94;2.43;530;Minimo
0.71;Ideal;H;SI1;61.3;58;5.73;5.78;3.53;2368;Bajo
0.74;Very Good;I;VVS1;62.6;57;5.76;5.78;3.61;2666;Bajo
1.53;Premium;F;SI2;62.7;60;7.28;7.34;4.58;9424;Alto
0.71;Ideal;F;SI1;62.5;57;5.68;5.74;3.57;2262;Bajo
1.56;Premium;E;VS2;61.5;58;7.47;7.43;4.58;12156;Alto
0.3;Ideal;D;VS2;61.4;55;4.32;4.34;2.66;710;Minimo
1.73;Good;E;I1;63.6;59;7.6;7.56;4.82;8370;Medio
1.07;Premium;F;SI2;58.2;58;6.79;6.72;3.93;4319;Bajo
0.32;Ideal;E;VVS1;61.6;56;4.43;4.37;2.71;1061;Minimo
0.52;Very Good;H;VVS2;61.7;63;5.26;5.16;3.22;1605;Bajo
1.5;Premium;G;VS1;62.7;58;7.25;7.3;4.56;14105;Premiun
0.42;Premium;F;VS1;61.9;55;4.82;4.78;2.97;1103;Minimo
2.18;Premium;J;SI2;62.6;58;8.25;8.23;5.16;12970;Alto
0.7;Very Good;E;VS2;62.4;60;5.57;5.61;3.49;2755;Bajo
1.04;Very Good;E;SI1;63.5;56;6.41;6.37;4.06;5381;Bajo
0.71;Ideal;G;SI2;61.1;56;5.75;5.77;3.52;2264;Bajo
0.9;Ideal;F;SI1;61.7;55;6.19;6.16;3.81;4269;Bajo
1.71;Premium;E;SI1;59.1;58;7.76;7.8;4.6;14882;Premiun
0.41;Premium;G;SI1;62.5;58;4.75;4.78;2.98;719;Minimo
0.43;Premium;F;SI1;62.6;58;4.77;4.81;3;792;Minimo
0.67;Ideal;H;SI1;62.1;54;5.61;5.66;3.5;1550;Bajo
0.23;Premium;E;VVS1;60.8;56;3.99;3.94;2.41;640;Minimo
0.87;Very Good;I;SI1;63.6;55.8;6.07;6.1;3.87;2791;Bajo
0.52;Ideal;D;SI1;62.4;57;5.14;5.18;3.22;1600;Bajo
0.34;Ideal;I;IF;62.1;54;4.49;4.53;2.8;695;Minimo
0.81;Premium;G;SI1;63;60;5.87;5.81;3.68;2832;Bajo
0.5;Premium;E;VS2;62.9;60;5.04;5.01;3.16;1629;Bajo
1.5;Good;H;SI1;64.3;60;7.14;7.23;4.62;9768;Alto
0.71;Premium;H;VS2;61.3;59;5.74;5.77;3.53;2363;Bajo
1.51;Ideal;J;VS1;61.9;56;7.41;7.35;4.57;8524;Medio
0.33;Very Good;E;SI1;60.2;58;4.49;4.55;2.72;579;Minimo
0.32;Ideal;G;VVS2;61.9;57;4.41;4.38;2.72;936;Minimo
0.9;Premium;G;SI1;61.3;60;6.17;6.14;3.77;3774;Bajo
1.51;Premium;E;SI2;62.7;58;7.27;7.24;4.55;6342;Medio
1.27;Ideal;I;SI2;62.1;56;6.92;6.96;4.31;5154;Bajo
1;Premium;F;VVS2;59.9;60;6.46;6.5;3.88;8448;Medio
1.01;Very Good;E;VS2;62.9;58;6.37;6.47;4.04;6221;Medio
0.32;Ideal;G;IF;61.9;55;4.38;4.44;2.73;918;Minimo
1;Ideal;G;VVS2;62.8;57;6.37;6.43;4.02;7979;Medio
0.3;Premium;D;SI1;62.5;59;4.28;4.26;2.67;709;Minimo
0.24;Very Good;E;VVS2;62.1;59;3.95;4;2.47;471;Minimo
1.03;Ideal;G;VS1;62;57;6.45;6.48;4;7119;Medio
0.59;Premium;H;SI1;;58;5.42;5.35;3.36;1265;Minimo
0.72;Very Good;E;SI1;62.9;54;5.72;5.76;3.61;2567;Bajo
0.72;Ideal;G;VS2;61.7;56;5.74;5.78;3.55;3012;Bajo
0.33;Ideal;G;VS2;61.4;56.1;4.42;4.45;2.73;604;Minimo
0.43;Very Good;F;SI1;62.5;56;4.82;4.85;3.02;792;Minimo
0.9;Good;I;VS2;63.8;55;6.16;6.07;3.9;3246;Bajo
1.23;Premium;G;VS1;61.3;58;6.87;6.89;4.22;8759;Medio
0.47;Ideal;I;VS2;62.1;54;4.99;5.03;3.11;884;Minimo
1.2;Premium;F;VS1;61.8;59;6.79;6.76;4.19;8669;Medio
0.52;Very Good;D;VS2;63.4;56;5.16;5.09;3.25;1828;Bajo
0.38;Premium;F;VS2;61.9;59;4.66;4.61;2.87;1026;Minimo
0.53;Ideal;G;VVS1;61.8;56;5.19;5.24;3.22;1956;Bajo
0.8;Ideal;H;SI1;61;57;6.07;6;3.68;2818;Bajo
0.33;Very Good;G;VS2;59.3;61;4.49;4.51;2.67;579;Minimo
2.3;Premium;J;SI1;59.6;59;8.61;8.56;5.12;12499;Alto
1.06;Premium;D;SI1;59.4;57;6.72;6.65;3.97;5817;Bajo
0.31;Ideal;H;VS2;62.1;55;4.35;4.32;2.69;628;Minimo
1.01;Ideal;H;SI1;61.2;56;6.44;6.47;3.95;5664;Bajo
1.06;Ideal;I;VS2;60.3;57;6.61;6.66;4.01;5516;Bajo
1.51;Very Good;E;VS2;62.7;59;7.2;7.32;4.55;12779;Alto
1.02;Very Good;F;VVS2;62.9;59;6.37;6.42;4.02;8940;Medio
1.15;Ideal;F;VVS2;62.1;55;6.74;6.69;4.17;8903;Medio
0.3;Ideal;E;VS1;61.3;58;4.29;4.32;2.64;694;Minimo
0.33;Ideal;D;VS2;62.6;56;4.43;4.39;2.76;1002;Minimo
0.34;Ideal;E;VS1;62.2;55;4.52;4.49;2.8;1033;Minimo
0.41;Good;D;SI1;63.1;57;4.68;4.73;2.97;717;Minimo
1.54;Good;I;VS1;63.6;60;7.3;7.33;4.65;10164;Alto
1.01;Good;D;SI1;58.5;64;6.4;6.45;3.76;5271;Bajo
1.25;Premium;J;SI1;61.8;55;6.91;6.82;4.24;5607;Bajo
2;Premium;I;VS2;58.6;62;8.2;8.17;4.8;16068;VIP
0.4;Very Good;E;VVS2;60.3;59;4.74;4.78;2.87;1017;Minimo
0.72;Very Good;I;VS2;61.1;56;5.76;5.79;3.53;2337;Bajo
0.3;Ideal;E;VS1;62.5;54;4.27;4.32;2.69;703;Minimo
0.71;Ideal;G;SI1;61.5;55;5.75;5.79;3.55;3061;Bajo
0.4;Ideal;E;VS2;62.9;55;4.74;4.73;2.98;975;Minimo
1.59;Very Good;H;VVS2;63;58;7.43;7.48;4.7;12297;Alto
1.05;Premium;E;I1;62.2;61;6.51;6.48;4.04;3293;Bajo
1.1;Very Good;F;SI1;60.5;60;6.65;6.67;4.03;5667;Bajo
0.7;Good;I;SI1;63.8;57;5.66;5.63;3.6;2142;Bajo
1.86;Very Good;H;VVS2;58.6;62;8.07;8.14;4.75;17267;VIP
0.71;Very Good;J;SI1;61;61;5.66;5.71;3.47;1760;Bajo
1.2;Very Good;F;VS1;62.6;59;6.64;6.71;4.18;8983;Medio
0.96;Premium;G;SI2;;59;6.32;6.28;3.85;4059;Bajo
0.59;Very Good;D;VVS2;60.6;59;5.44;5.49;3.31;2933;Bajo
0.3;Ideal;D;SI1;61;56;4.35;4.37;2.66;552;Minimo
0.25;Very Good;E;VS2;59.7;61;4.08;4.1;2.44;409;Minimo
0.54;Very Good;I;SI2;62.9;57;5.18;5.21;3.27;1105;Minimo
0.3;Ideal;D;VS2;62;55;4.34;4.31;2.68;911;Minimo
0.56;Premium;F;I1;62.6;60;5.3;5.15;3.27;953;Minimo
0.76;Very Good;F;SI2;63.3;55;5.79;5.83;3.68;2347;Bajo
1.02;Ideal;G;VS1;62.4;57;6.41;6.43;4.01;7440;Medio
1;Premium;D;SI1;62;58;6.41;6.29;3.94;4704;Bajo
1.5;Ideal;I;VS2;62.6;57;7.26;7.31;4.56;9586;Alto
1.07;Premium;I;SI1;61.2;58;6.62;6.55;4.03;4126;Bajo
0.84;Very Good;F;VVS2;60.4;62;6.1;6.15;3.7;4318;Bajo
0.5;Very Good;G;SI1;62.8;55;5.03;5.07;3.17;1170;Minimo
0.79;Good;G;SI1;63.6;57;5.86;5.84;3.72;2726;Bajo
2.09;Premium;J;SI2;60;60;8.32;8.37;5.01;13092;Premiun
1.2;Good;J;VS2;64.3;56;6.65;6.57;4.25;4637;Bajo
0.7;Premium;H;VVS2;62.1;58;5.71;5.66;3.53;2536;Bajo
0.44;Ideal;E;VS2;61.5;56;4.92;4.9;3.02;1073;Minimo
0.33;Ideal;I;SI1;61.5;57;4.49;4.46;2.75;572;Minimo
0.31;Premium;E;VVS2;60.5;57;4.41;4.39;2.66;837;Minimo
0.38;Premium;D;VS1;58.2;58;4.81;4.77;2.79;1064;Minimo
0.59;Very Good;F;VS2;61.8;58;5.35;5.4;3.32;1723;Bajo
0.33;Very Good;H;IF;61.7;55;4.45;4.48;2.75;795;Minimo
1.03;Very Good;D;SI2;61.8;60;6.42;6.45;3.98;4478;Bajo
0.24;Very Good;E;VVS1;60.7;60;4.01;4.06;2.45;485;Minimo
0.58;Ideal;E;VS2;60.6;56;5.43;5.47;3.3;1809;Bajo
0.36;Premium;D;VS2;59.1;58;4.68;4.63;2.75;1094;Minimo
1.08;Ideal;H;SI2;60.4;57;6.63;6.68;4.02;4455;Bajo
0.3;Ideal;H;VS1;62.4;55;4.32;4.34;2.7;545;Minimo
1.65;Ideal;I;SI1;61.7;55;7.6;7.63;4.7;10365;Alto
2.01;Premium;J;SI1;60.5;59;8.12;8.01;4.88;12369;Alto
0.9;Ideal;I;SI1;62.3;56;6.18;6.12;3.83;3251;Bajo
0.48;Fair;E;VS2;64.9;54;4.94;4.92;3.2;1215;Minimo
0.3;Very Good;H;VVS1;62.6;56;4.25;4.28;2.67;638;Minimo
1.04;Ideal;H;SI2;62.2;56;6.51;6.48;4.04;4077;Bajo
2.02;Premium;I;SI2;59.4;59;8.21;8.25;4.89;14211;Premiun
0.31;Very Good;H;VVS2;62.6;58;4.28;4.31;2.69;625;Minimo
0.51;Ideal;E;SI1;62.9;57;5.1;5.09;3.2;1624;Bajo
0.24;Ideal;F;VVS1;62;56;3.99;4.01;2.48;678;Minimo
0.33;Very Good;G;VS1;62;59;4.36;4.42;2.72;666;Minimo
2.29;Premium;J;IF;61.4;60;8.45;8.49;5.2;18426;VIP
1.5;Very Good;F;SI1;63.4;58;7.2;7.16;4.55;10962;Alto
0.54;Ideal;I;VVS2;61.7;54;5.25;5.29;3.25;1346;Bajo
1.06;Ideal;F;VS2;;56;6.56;6.61;4.04;7641;Medio
0.3;Ideal;J;VS1;59.7;57;4.4;4.37;2.62;506;Minimo
1.01;Good;G;VS1;59.2;63;6.5;6.48;3.84;6407;Medio
1.51;Fair;G;VS1;60.8;66;7.35;7.25;4.44;12948;Alto
0.55;Very Good;E;VS2;61.6;60;5.23;5.27;3.23;1719;Bajo
0.41;Ideal;F;VS1;62.1;56;4.8;4.77;2.97;1076;Minimo
1.11;Ideal;E;SI2;61.2;55;6.68;6.72;4.1;5262;Bajo
0.21;Premium;E;SI1;59.8;61;3.89;3.84;2.31;326;Minimo
1.2;Ideal;I;VS2;62.3;57;6.74;6.8;4.22;5736;Bajo
1.5;Very Good;E;SI2;62.1;59;7.26;7.33;4.53;9548;Alto
0.36;Ideal;H;VVS2;61.3;55;4.62;4.64;2.84;705;Minimo
0.71;Very Good;E;VS1;63.3;59;5.64;5.68;3.58;3064;Bajo
0.51;Ideal;D;VS2;62.7;55;5.09;5.12;3.2;1787;Bajo
0.38;Ideal;F;VVS1;61.9;54;4.7;4.67;2.9;1257;Minimo
0.35;Good;I;SI1;63.6;56;4.5;4.53;2.87;472;Minimo
0.81;Good;G;SI2;59.2;64;6.11;6.15;3.63;2474;Bajo
1.04;Ideal;H;SI2;59.6;56;6.64;6.59;3.94;4077;Bajo
1;Very Good;F;VS2;62.2;57;6.4;6.43;3.99;6183;Medio
0.4;Ideal;F;VVS2;62.4;57;4.69;4.73;2.94;1088;Minimo
1.71;Very Good;D;SI2;62.1;58;7.56;7.64;4.72;11737;Alto
0.4;Premium;D;VS1;62.5;60;4.66;4.72;2.93;1123;Minimo
0.71;Fair;G;VVS1;62.8;57;5.67;5.57;3.53;3062;Bajo
1.25;Very Good;F;VS2;62.5;59;6.81;6.89;4.28;9377;Alto
0.73;Ideal;E;SI2;61.2;54;5.88;5.86;3.59;2581;Bajo
0.84;Good;G;VS2;63.6;59;5.89;5.94;3.76;3370;Bajo
2.15;Premium;G;SI2;58.9;58;8.46;8.41;4.97;15751;Premiun
1;Fair;H;VS2;66.8;63;6.19;6.08;4.1;4166;Bajo
1.27;Premium;J;VS1;62.6;59;6.88;6.92;4.32;5518;Bajo
0.73;Ideal;F;SI1;62.1;55;5.75;5.78;3.58;2822;Bajo
1.2;Ideal;I;SI2;63;57;6.77;6.7;4.24;4596;Bajo
0.54;Ideal;I;VS1;61.9;54;5.24;5.29;3.26;1216;Minimo
0.72;Premium;H;SI1;61.5;59;5.71;5.67;3.5;2376;Bajo
0.5;Very Good;F;SI1;60;54;5.13;5.2;3.1;1122;Minimo
1.13;Very Good;J;VS1;62.1;59;6.64;6.71;4.14;5370;Bajo
1.01;Premium;F;SI2;62;59;6.49;6.43;4.01;4072;Bajo
1.09;Premium;H;SI1;59.8;60;6.72;6.66;4;5335;Bajo
0.51;Ideal;F;VVS2;61.7;56;5.11;5.13;3.16;2197;Bajo
0.59;Very Good;F;SI2;63.4;57;5.32;5.28;3.36;1301;Bajo
1.53;Very Good;G;VVS2;62.5;57;7.33;7.38;4.6;15466;Premiun
1.07;Ideal;F;SI2;62;57;6.49;6.6;4.06;4678;Bajo
0.71;Ideal;D;SI1;62.5;55;5.69;5.74;3.57;2719;Bajo
0.54;Ideal;F;VS2;61.9;56;5.22;5.21;3.23;1836;Bajo
0.51;Very Good;F;VS1;63.3;59;5.09;5.12;3.23;1722;Bajo
1.23;Premium;F;VS2;60.8;59;6.94;6.9;4.21;9122;Alto
0.42;Premium;G;SI1;62.2;58;4.75;4.73;2.95;945;Minimo
0.37;Premium;E;VS1;60.4;58;4.61;4.66;2.8;876;Minimo
1;Good;D;VS2;65.7;55;6.17;6.22;4.07;6163;Medio
0.54;Premium;E;VS2;59.2;58;5.35;5.32;3.16;1847;Bajo
0.33;Ideal;H;VS1;61.9;56;4.44;4.48;2.76;579;Minimo
0.52;Ideal;E;VS1;61.3;56;5.18;5.22;3.19;1726;Bajo
1.59;Ideal;I;VS2;61.7;57;7.47;7.52;4.62;10752;Alto
0.32;Ideal;D;VVS2;62.2;56;4.37;4.41;2.73;790;Minimo
1.3;Ideal;G;VS2;61.9;55;7.01;7.04;4.35;9060;Alto
0.7;Ideal;F;VVS2;61;57;5.73;5.75;3.5;3478;Bajo
0.5;Good;D;SI1;63.9;56;5.02;4.93;3.18;1210;Minimo
0.73;Ideal;F;SI1;61.7;55;5.79;5.82;3.58;3249;Bajo
1;Good;H;SI1;63.7;60;6.33;6.3;4.02;4788;Bajo
0.38;Premium;D;VS2;61.6;59;4.66;4.62;2.86;998;Minimo
0.78;Good;E;SI2;63.7;54;5.82;5.77;3.69;2363;Bajo
0.53;Ideal;F;VVS1;61.4;57;5.2;5.23;3.2;2834;Bajo
1.21;Ideal;I;VS2;62.3;58;6.79;6.75;4.22;5387;Bajo
0.33;Very Good;G;SI1;63.2;57;4.44;4.39;2.79;631;Minimo
0.34;Premium;H;VS1;60.8;59;4.53;4.48;2.74;765;Minimo
1.21;Ideal;H;SI2;61.1;56;6.92;6.87;4.21;6098;Medio
1.02;Very Good;F;SI2;60;57;6.53;6.57;3.93;4373;Bajo
1.01;Ideal;G;VS2;59.7;57;6.49;6.44;3.86;6024;Medio
0.73;Ideal;J;VS2;62;56;5.76;5.79;3.58;2258;Bajo
1.5;Premium;E;VS2;61.8;59;7.38;7.31;4.54;14925;Premiun
0.31;Ideal;D;VVS2;61.9;57;4.31;4.35;2.68;766;Minimo
0.41;Ideal;G;SI1;61.6;57;4.77;4.81;2.95;1110;Minimo
1.21;Ideal;G;VS1;62.5;57;6.77;6.7;4.21;6025;Medio
0.23;Very Good;E;VVS1;62.4;54;3.95;3.98;2.47;583;Minimo
0.34;Good;G;SI1;63.9;58;4.4;4.43;2.82;507;Minimo
1.02;Very Good;E;VS2;60.6;61;6.44;6.47;3.91;6366;Medio
0.31;Very Good;G;SI1;63.2;54;4.33;4.31;2.73;593;Minimo
0.3;Very Good;D;VS2;62;62;4.24;4.27;2.64;663;Minimo
0.71;Premium;F;SI1;59;61;5.88;5.84;3.46;2528;Bajo
1;Good;G;SI1;61.9;61;6.36;6.4;3.95;4859;Bajo
1.13;Ideal;F;VVS2;61.4;56;6.77;6.72;4.14;10327;Alto
0.3;Very Good;G;VS2;60.6;61;4.29;4.32;2.61;526;Minimo
1.02;Premium;G;VS2;62.5;58;6.46;6.41;4.02;6416;Medio
0.41;Very Good;E;VS1;62;57;4.74;4.77;2.95;1079;Minimo
0.52;Premium;G;SI1;59.7;60;5.22;5.2;3.11;1306;Bajo
0.3;Ideal;E;VS2;61.8;55;4.33;4.35;2.68;658;Minimo
0.53;Ideal;F;VS1;61.5;56;5.26;5.22;3.22;1856;Bajo
1.09;Very Good;D;SI2;62.2;59;6.46;6.49;4.03;4598;Bajo
0.35;Ideal;D;SI1;62.3;55;4.51;4.54;2.82;644;Minimo
1.51;Very Good;G;SI2;60.5;54.6;7.36;7.4;4.46;8637;Medio
0.46;Good;F;VVS1;66.5;55;4.77;4.82;3.19;1307;Bajo
0.4;Very Good;G;SI1;63.1;56;4.75;4.72;2.99;840;Minimo
1;Premium;E;SI2;62.2;59;6.38;6.35;3.96;4390;Bajo
1.12;Fair;I;SI2;64.6;57;6.5;6.47;4.19;3669;Bajo
0.59;Ideal;D;SI1;61.2;56;5.38;5.43;3.31;1694;Bajo
0.33;Ideal;F;VVS1;61.9;55;4.46;4.47;2.76;939;Minimo
0.52;Very Good;E;VS1;61.8;60;5.14;5.18;3.19;2021;Bajo
0.52;Very Good;G;VS2;63;56;5.09;5.13;3.22;1369;Bajo
1.23;Ideal;G;VS2;61.5;54;6.89;6.92;4.25;7988;Medio
0.5;Very Good;F;VS2;62.8;57;5.05;5.08;3.18;1402;Bajo
1.19;Ideal;H;VVS2;61.6;56;6.78;6.86;4.2;7651;Medio
0.71;Ideal;G;VS1;61.5;55;5.72;5.77;3.54;3431;Bajo
1;Premium;D;SI1;62.1;58;6.45;6.34;3.97;5488;Bajo
0.4;Ideal;E;SI2;61;58;4.76;4.78;2.91;629;Minimo
1;Very Good;H;SI2;64.1;54;6.3;6.33;4.05;3991;Bajo
0.3;Premium;G;SI2;62.3;59;4.29;4.25;2.66;506;Minimo
0.59;Ideal;E;SI1;61.6;55;5.41;5.43;3.34;1994;Bajo
0.34;Very Good;I;VVS2;61.3;57;4.49;4.52;2.76;596;Minimo
0.7;Premium;G;SI1;61.5;58;5.69;5.76;3.52;2010;Bajo
0.58;Ideal;G;SI2;62.2;55;5.4;5.36;3.35;1343;Bajo
0.52;Ideal;D;SI1;60.9;57;5.17;5.21;3.16;1600;Bajo
0.52;Ideal;G;VVS1;60.7;55;5.19;5.29;3.18;2065;Bajo
0.33;Premium;G;VS2;59.3;61;4.51;4.49;2.67;743;Minimo
0.7;Ideal;E;SI2;61.2;55;5.76;5.68;3.5;2239;Bajo
1.3;Premium;I;IF;61.8;58;7;6.95;4.31;7760;Medio
0.31;Ideal;G;SI1;61.6;57;4.32;4.35;2.67;493;Minimo
1.09;Premium;F;VS1;60.9;58;6.63;6.67;4.05;8057;Medio
0.41;Ideal;D;SI1;62.7;56;4.78;4.73;2.98;1015;Minimo
0.81;Ideal;F;VS1;61.8;55;5.97;6.03;3.71;4270;Bajo
0.7;Ideal;I;SI1;59.9;59;5.75;5.8;3.46;2083;Bajo
0.9;Ideal;D;SI2;62.4;56;6.24;6.16;3.87;4007;Bajo
0.57;Ideal;E;VS2;62.9;57;5.29;5.26;3.32;1949;Bajo
0.38;Premium;E;VS1;60.2;58;4.71;4.66;2.82;1069;Minimo
0.41;Ideal;F;VS2;;57;4.78;4.73;2.98;1107;Minimo
0.59;Very Good;F;VS2;62;58;5.35;5.42;3.34;1764;Bajo
0.74;Good;H;VS2;57.5;57;5.94;6.01;3.44;2369;Bajo
0.4;Premium;D;VS1;62.1;58;4.7;4.73;2.93;1123;Minimo
1.21;Ideal;H;SI1;62;56;6.86;6.81;4.24;5936;Bajo
0.9;Good;G;VS2;60.8;56;6.14;6.19;3.75;4210;Bajo
0.32;Premium;H;VS1;61.3;60;4.38;4.33;2.67;720;Minimo
1.35;Premium;F;SI2;62.8;60;7.08;7;4.42;6804;Medio
0.7;Ideal;E;VS1;61;56;5.7;5.77;3.5;3446;Bajo
0.59;Very Good;H;VVS2;62.3;55;5.42;5.33;3.35;1840;Bajo
1.01;Fair;E;SI2;64.6;59;6.22;6.18;4.01;3294;Bajo
0.92;Premium;E;SI1;59.8;59;6.33;6.37;3.8;4562;Bajo
0.3;Very Good;G;VS1;61.2;59;4.28;4.32;2.63;605;Minimo
0.36;Ideal;F;VVS2;60.4;58;4.61;4.66;2.8;853;Minimo
0.43;Ideal;G;IF;61.3;56;4.86;4.9;2.99;1318;Bajo
0.9;Premium;H;SI1;62;55;6.21;6.17;3.84;3377;Bajo
2.04;Ideal;I;SI1;60.2;56;8.19;8.26;4.95;16718;VIP
0.7;Premium;G;IF;60;59;5.75;5.79;3.46;3447;Bajo
0.42;Premium;F;VVS2;60.3;59;4.83;4.86;2.92;1142;Minimo
0.35;Premium;H;VVS1;61.2;60;4.54;4.51;2.77;1024;Minimo
1.01;Premium;G;SI1;59.6;61;6.52;6.47;3.87;4672;Bajo
0.51;Very Good;G;VVS1;60.1;56;5.16;5.35;3.16;2005;Bajo
